Sr no,married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
583,TRUE,white,approve,1,700,621,1,3,FALSE,51763,1345,814,1,3,FALSE,2,male
584,TRUE,white,reject,1,81,47,1,4,FALSE,3522,90,32,2,1,FALSE,2,male
585,TRUE,white,approve,1,93,49,1,1,FALSE,4082,183,77,2,1,FALSE,2,male
586,FALSE,white,approve,1,90,49,1,0,FALSE,4063,124,83,2,1,FALSE,1,female
587,FALSE,white,approve,1,102,41,1,0,FALSE,3417,113,16,2,1,FALSE,1,female
588,TRUE,white,approve,1,110,38,1,0,FALSE,3640,110,0.759,1,2,FALSE,2,male
589,TRUE,hispan,approve,1,122,76,1,2,FALSE,2922,136,17,2,2,FALSE,2,female
590,TRUE,white,approve,1,137,62,1,0,FALSE,5167,227,37.2,1,2,FALSE,2,male
591,TRUE,black,approve,1,88,41,1,2,FALSE,3170,110,13.5,2,1,FALSE,2,male
592,TRUE,white,approve,1,187,136,1,0,FALSE,5708,212,44,1,1,FALSE,2,male
593,TRUE,black,approve,1,114,41,3,2,FALSE,3178,120,14,2,1,FALSE,3,male
594,TRUE,white,approve,1,123,61,1,0,FALSE,2600,129,6.5,2,1,FALSE,2,male
595,FALSE,white,approve,1,75,39,1,0,FALSE,3292,128,82,2,1,FALSE,1,male
596,TRUE,white,approve,1,103,43,1,0,FALSE,1687,108,12,2,1,FALSE,2,male
597,TRUE,white,approve,1,160,107,1,0,FALSE,4167,275,190,1,1,FALSE,2,male
598,TRUE,white,approve,1,232,125,1,3,FALSE,10417,290,71,1,1,FALSE,2,male
599,FALSE,white,approve,1,157,100,1,3,FALSE,4243,165,13,2,1,FALSE,2,male
600,TRUE,white,approve,1,171,70,1,0,FALSE,3169,214,43,1,1,FALSE,2,male
601,TRUE,hispan,reject,1,87,26,1,0,TRUE,4344,217,1,1,6,FALSE,2,male
602,TRUE,white,approve,1,183,23,1,1,FALSE,4984,266,161,1,1,FALSE,2,male
603,TRUE,white,approve,1,130,54,1,2,FALSE,4497,163,38,2,1,FALSE,2,female
604,TRUE,black,approve,1,116,65,1,0,FALSE,3497,145,62,2,2,FALSE,2,male
605,FALSE,black,reject,1,180,30,3,0,FALSE,0,200,5,2,4,TRUE,3,female
606,TRUE,white,approve,2,101,47,1,2,FALSE,2045,145,1,1,2,FALSE,2,male
607,TRUE,white,approve,1,92,47,1,3,FALSE,3120,102,16,1,1,FALSE,2,male
608,TRUE,white,reject,1,495,202,1,3,FALSE,5516,594,118,1,2,FALSE,2,male
609,TRUE,white,approve,1,80,57,1,1,FALSE,1516,100,38,2,2,FALSE,2,male
610,TRUE,white,approve,2,114,88,1,1,FALSE,3180,142,162,1,1,FALSE,1,male
611,FALSE,black,reject,1,104,51,2,0,FALSE,1762,135,16,2,6,FALSE,3,female
612,TRUE,white,approve,1,221,116,1,0,FALSE,6167,246,23,2,1,FALSE,2,male
613,FALSE,white,approve,1,119,37,1,0,FALSE,3066,149,49,1,2,FALSE,2,female
614,TRUE,white,approve,1,116,45,1,1,FALSE,3750,145,54,2,2,FALSE,2,male
615,TRUE,white,approve,1,124,59,1,3,FALSE,4890,155,60,2,1,FALSE,2,male
616,TRUE,white,approve,1,101,51,1,0,FALSE,3003,126,65,2,1,FALSE,2,male
617,TRUE,white,approve,1,144,83,1,0,FALSE,3834,155,100,2,1,FALSE,2,
618,TRUE,white,approve,1,112,70,1,2,FALSE,5800,159.9,153.6,2,1,FALSE,2,male
619,FALSE,white,approve,1,105,37,1,0,FALSE,3004,135,47,2,1,FALSE,2,male
620,TRUE,black,reject,1,213,30,2,2,FALSE,724,232,25,2,4,FALSE,3,male
621,FALSE,white,approve,1,105,66,1,0,FALSE,2928,115.48,26.52,1,5,FALSE,1,female
622,TRUE,white,approve,1,125,62,1,2,FALSE,5231,170,131,1,1,FALSE,2,male
623,TRUE,white,approve,1,70,35,1,2,FALSE,2917,160,34,1,2,FALSE,2,female
624,TRUE,white,approve,1,50,30,1,2,FALSE,2080,171,164,1,1,FALSE,2,male
625,FALSE,white,approve,1,65,38,1,0,FALSE,3125,81,10,2,1,FALSE,1,male
626,TRUE,white,approve,1,80,50,2,3,FALSE,4136,210,124,2,1,FALSE,3,male
627,TRUE,white,approve,1,59,69,1,2,FALSE,3427,65,10.3,2,6,FALSE,1,male
628,FALSE,white,reject,1,102,44,1,0,FALSE,2333,113,16,2,5,FALSE,1,male
629,TRUE,white,approve,1,250,96,1,2,FALSE,7967,330,55.86,1,1,FALSE,2,male
630,FALSE,white,approve,1,51,34,1,0,FALSE,2873,57,30,2,1,FALSE,1,female
631,TRUE,white,reject,1,180,164,1,1,FALSE,6400,262,184,2,6,FALSE,2,male
632,FALSE,white,reject,1,67,84,1,0,FALSE,1916,74,21,2,1,FALSE,1,male
633,FALSE,white,approve,1,137,75,1,0,FALSE,3008,182,15.63,2,2,FALSE,2,female
634,TRUE,white,approve,2,73,55,1,0,FALSE,4600,113,69,1,1,FALSE,1,male
635,TRUE,white,reject,1,260,228,1,1,FALSE,33846,325,159,1,1,FALSE,2,male
636,TRUE,white,approve,1,320,220,1,3,FALSE,18300,450,223.6,1,1,FALSE,2,male
637,TRUE,white,approve,1,108,48,1,0,FALSE,3625,135,31,2,6,TRUE,2,female
638,TRUE,white,approve,1,120,48,1,0,TRUE,39147,150,54,1,1,FALSE,2,male
639,TRUE,black,reject,1,66,26,1,1,TRUE,2178,96,15.1,2,5,TRUE,1,male
640,FALSE,white,approve,1,153,69,1,0,FALSE,5750,191,60,2,2,FALSE,2,female
641,TRUE,white,approve,1,58,54,1,0,FALSE,2383,160,31,1,1,FALSE,2,male
642,TRUE,white,approve,1,168,72,1,0,TRUE,674,224,79,2,2,FALSE,2,female
643,TRUE,black,approve,1,90,52,1,1,FALSE,2732,112,23,2,5,FALSE,2,male
644,TRUE,white,approve,1,210,85,1,1,FALSE,7054,263,72,2,1,FALSE,2,male
645,TRUE,white,approve,1,188,86,1,0,FALSE,9328,278,15,2,5,TRUE,2,male
646,TRUE,white,approve,1,185,84,1,2,FALSE,7000,315,193.8,1,2,FALSE,2,male
647,FALSE,white,approve,1,68,40,1,0,FALSE,3300,80,1,2,1,FALSE,1,female
648,TRUE,white,approve,1,146,74,1,0,FALSE,2333,158,20,2,1,FALSE,2,male
649,TRUE,white,approve,1,135,59,1,3,FALSE,3350,150,32.6,2,1,FALSE,2,male
650,FALSE,white,approve,1,187,107,1,0,FALSE,2500,210,28,2,5,FALSE,2,male
651,FALSE,white,approve,1,48,59,1,0,FALSE,4885,60,99,2,1,FALSE,1,male
652,TRUE,white,approve,1,152,77,1,0,FALSE,3750,190,51,2,2,FALSE,2,male
653,FALSE,white,reject,1,300,150,1,0,FALSE,12500,505,1297,2,6,TRUE,1,female
654,FALSE,white,reject,1,164,132,2,0,FALSE,12000,164,129,1,1,FALSE,3,male
655,TRUE,white,approve,1,160,78,1,0,FALSE,6033,234,100,2,1,FALSE,2,male
656,FALSE,white,approve,1,76,44,3,0,FALSE,3858,136,13.7,1,6,FALSE,3,male
657,TRUE,white,approve,1,143,60,1,2,FALSE,5000,178,75,2,2,FALSE,2,male
658,FALSE,white,approve,1,120,666,1,0,FALSE,4667,179,89,2,1,FALSE,1,male
659,TRUE,white,approve,1,117,56,1,2,FALSE,2750,137,17,2,1,FALSE,2,male
660,FALSE,white,approve,1,71,78,1,0,FALSE,6500,88,29,3,4,FALSE,1,male
661,TRUE,white,approve,1,225,90,1,2,FALSE,7500,330,68,2,1,FALSE,2,male
662,FALSE,white,approve,1,120,50,1,0,FALSE,4191,135,24,2,2,FALSE,2,male
663,TRUE,hispan,reject,1,170,69,1,1,FALSE,3125,178,20,2,1,FALSE,2,male
664,FALSE,white,approve,1,187,145,1,0,FALSE,8333,434,246,2,2,FALSE,2,male
665,FALSE,black,approve,1,70,34,1,0,FALSE,3073,85,20,2,1,TRUE,1,male
666,TRUE,white,approve,1,92,38,1,2,FALSE,1980,172,124,1,1,FALSE,2,male
667,FALSE,white,approve,1,120,55,1,0,FALSE,1907,139,20,2,1,FALSE,2,female
668,TRUE,white,approve,1,70,56,1,0,FALSE,3371,171,44,2,4,FALSE,2,male
669,TRUE,white,approve,1,113,84,1,0,FALSE,3416,125,24,2,1,FALSE,2,female
670,FALSE,white,approve,1,158,68,1,0,FALSE,3858,175,30,2,1,FALSE,2,male
671,FALSE,white,reject,1,83,120,1,0,TRUE,11000,110,145,2,1,FALSE,1,male
672,TRUE,white,approve,1,90,62,1,1,FALSE,2600,105,25,1,2,FALSE,1,male
673,TRUE,white,approve,1,148,73,1,1,FALSE,4241,164,60,2,2,TRUE,2,male
674,TRUE,white,approve,1,108,36,1,3,FALSE,3850,120,8,2,1,FALSE,2,male
675,FALSE,hispan,approve,1,166,59,1,2,FALSE,4923,207,49,2,3,FALSE,2,male
676,TRUE,white,approve,1,100,116,1,0,FALSE,3600,286,50,1,4,FALSE,2,male
677,TRUE,white,approve,1,187,73,1,2,FALSE,6084,298,21,1,1,FALSE,2,male
678,TRUE,white,approve,1,105,43,1,2,FALSE,3346,152,15,2,2,FALSE,2,male
679,TRUE,white,approve,1,136,52,1,1,FALSE,2500,170,59,1,1,FALSE,2,male
680,TRUE,white,reject,1,99,69,1,4,FALSE,3992,110,16,2,1,FALSE,2,male
681,FALSE,white,approve,1,185,135,1,0,FALSE,9675,205,177.7,3,1,FALSE,1,male
682,TRUE,white,approve,1,90,41,1,0,FALSE,3375,131,76,1,3,FALSE,1,male
683,FALSE,white,approve,1,188,78,4,0,FALSE,3554,233,47,1,1,FALSE,3,male
684,TRUE,white,approve,1,90,80,1,0,FALSE,4167,268,14.7,2,1,FALSE,2,female
685,FALSE,hispan,approve,1,122,145,1,0,FALSE,11167,153,93,2,1,FALSE,2,male
686,TRUE,white,approve,1,135,55,1,1,FALSE,3500,196,73,2,1,FALSE,2,male
687,TRUE,white,approve,1,150,106,1,0,FALSE,5500,250,28,1,1,FALSE,2,male
688,TRUE,white,approve,2,152,234,2,3,FALSE,19500,190,159,1,2,FALSE,3,male
689,TRUE,white,approve,1,124,47,1,2,FALSE,3917,165,54,2,1,FALSE,2,male
690,FALSE,white,approve,1,120,53,1,0,FALSE,4408,150,516,2,2,FALSE,2,female
691,FALSE,white,approve,1,80,39,1,0,FALSE,3244,100,86.37,2,1,FALSE,2,female
692,FALSE,white,approve,1,77,28,1,0,FALSE,2292,103,40,2,1,FALSE,1,female
693,TRUE,white,approve,1,70,60,1,1,FALSE,3321,70,0.4,1,2,FALSE,2,male
694,TRUE,white,approve,1,187,96,1,2,FALSE,8596,290,43,1,1,FALSE,2,
695,TRUE,white,approve,1,159,77,1,1,FALSE,5416,177,46,2,3,FALSE,2,male
696,FALSE,white,approve,1,55,74,2,0,FALSE,3975,90,87,1,1,FALSE,3,male
697,FALSE,white,approve,1,59,29,1,0,FALSE,2479,65,10,2,1,FALSE,1,male
698,FALSE,white,approve,1,126,66,1,0,FALSE,2583,158,46,2,5,FALSE,2,male
699,FALSE,white,approve,1,105,348,1,0,FALSE,29000,205,1450,1,1,FALSE,1,male
700,FALSE,white,reject,1,127,41,1,0,FALSE,3418,152,36,2,1,FALSE,2,male
701,TRUE,white,approve,1,124,60,1,0,FALSE,3333,155,50,2,2,FALSE,1,male
702,FALSE,white,approve,1,181,96,1,0,FALSE,4683,227,134,2,1,FALSE,2,male
703,FALSE,black,approve,1,55,21,1,1,TRUE,1800,105,1,2,2,FALSE,1,male
704,FALSE,white,approve,1,160,81,4,0,TRUE,0,200,21,1,5,FALSE,3,male
705,TRUE,white,approve,1,100,120,1,2,TRUE,10065,125,38.5,3,1,FALSE,1,male
706,FALSE,white,approve,1,214,120,1,0,FALSE,10000,314,200,2,1,FALSE,1,female
707,FALSE,white,approve,1,158,73,1,0,FALSE,3149,188,25,2,1,FALSE,2,male
708,FALSE,white,approve,1,126,56,1,1,TRUE,1962,140.1,28.2,2,3,FALSE,2,male
709,TRUE,white,reject,1,128,53,1,3,FALSE,3430,160,38,2,6,FALSE,2,male
710,FALSE,white,approve,1,104,67,1,1,TRUE,5555,130,108,2,5,FALSE,1,female
711,TRUE,white,approve,1,240,93,1,1,TRUE,7787,300,87,1,2,FALSE,2,male
712,TRUE,hispan,approve,1,112,48,1,2,FALSE,2869,125,15,1,1,FALSE,1,male
713,TRUE,white,approve,1,130,68,1,3,TRUE,5703,195,51,2,1,FALSE,2,male
714,TRUE,white,approve,1,137,70,1,0,FALSE,3173,177,52.4,2,1,FALSE,2,male
715,FALSE,white,approve,1,50,29,1,0,FALSE,2463,56,9,2,1,FALSE,1,male
716,FALSE,black,reject,1,132,55,1,0,FALSE,3391,165,32.6,2,1,FALSE,2,male
717,TRUE,black,approve,1,65,72,1,2,FALSE,4071,106.1,56.1,2,2,FALSE,2,male
718,TRUE,white,approve,1,100,58,1,3,FALSE,3850,185,6,1,2,FALSE,2,male
719,FALSE,black,approve,1,77,40,1,1,FALSE,3254,107,35,1,3,FALSE,1,female
720,TRUE,white,reject,1,135,23,1,0,FALSE,150,150,33,2,1,FALSE,1,male
721,TRUE,white,approve,2,108,44,1,3,FALSE,3570,120,6,2,1,FALSE,2,male
722,TRUE,white,approve,1,115,49,1,2,FALSE,3673,144,2,1,1,FALSE,2,male
723,TRUE,white,approve,1,148,79,1,0,FALSE,3873,156,19.29,2,1,FALSE,2,male
724,TRUE,white,approve,1,131,66,1,0,FALSE,3727,131,17,2,1,FALSE,2,male
725,TRUE,white,approve,2,110,50,1,0,TRUE,2500,150,150,1,1,FALSE,2,male
726,TRUE,white,reject,1,105,58,1,1,TRUE,3343,140,55,1,2,FALSE,1,male
727,FALSE,white,approve,1,113,44,1,0,FALSE,3683,165,34,1,1,FALSE,1,female
728,TRUE,white,approve,1,300,285,1,2,FALSE,23743,375,85,1,5,FALSE,1,male
729,TRUE,white,approve,2,400,159,1,3,FALSE,13371,474,1000000,2,1,FALSE,2,male
730,TRUE,black,reject,1,72,108,3,2,TRUE,5000,92,18,1,5,TRUE,3,male
731,TRUE,white,approve,1,268,113,1,3,FALSE,9334,335,137,2,1,FALSE,2,male
732,TRUE,white,approve,1,127,80,1,2,FALSE,4283,141,7,2,1,FALSE,2,female
733,FALSE,white,approve,1,90,43,2,1,FALSE,3620,90,11.5,2,2,FALSE,3,female
734,TRUE,white,reject,1,60,666,1,0,FALSE,2221,120,14.6,2,6,TRUE,2,male
735,FALSE,white,approve,1,83,48,1,0,FALSE,4000,110,31,1,3,TRUE,1,male
736,TRUE,white,approve,1,150,115,1,1,FALSE,6000,187,17,2,1,FALSE,1,male
737,TRUE,white,approve,1,125,51,1,0,FALSE,4258,225,137,1,6,FALSE,2,male
738,TRUE,white,approve,1,600,372,1,2,TRUE,8090,1010,163,1,3,FALSE,2,male
739,FALSE,white,approve,1,104,68,1,0,FALSE,1561,134,44,1,1,FALSE,2,female
740,TRUE,white,approve,1,147,54,1,2,FALSE,4500,184,43,1,1,FALSE,2,male
741,TRUE,white,approve,1,116,69,1,2,FALSE,4009,145,18,2,3,FALSE,2,male
742,FALSE,white,approve,1,144,69,1,0,FALSE,2971,152,13,2,2,FALSE,2,male
743,TRUE,white,approve,1,116,60,1,0,FALSE,3055,151,117,2,1,FALSE,2,male
744,TRUE,white,approve,1,175,120,1,0,TRUE,8333,331,231,2,1,FALSE,2,male
745,TRUE,white,approve,1,299,131,1,1,FALSE,7919,320,100,1,2,FALSE,2,male
746,TRUE,white,approve,1,175,180,1,1,FALSE,15000,358,170,2,1,FALSE,2,male
747,TRUE,white,approve,1,175,103,1,0,FALSE,7578,195,47,2,2,FALSE,2,male
748,TRUE,white,approve,1,128,85,1,0,FALSE,6250,160,15.9,2,1,FALSE,1,male
749,TRUE,white,reject,1,170,59,1,0,FALSE,3250,115,32,2,1,FALSE,2,male
750,FALSE,white,approve,1,106,57,1,0,FALSE,2916,126,28,2,2,FALSE,2,male
751,TRUE,white,approve,1,113,60,1,0,FALSE,3083,170,31,2,1,FALSE,2,male
752,TRUE,white,reject,1,138,57,1,3,TRUE,4735,186,64,2,1,FALSE,2,male
753,TRUE,white,approve,1,124,65,1,0,FALSE,2517,155,39,2,1,FALSE,2,male
754,FALSE,white,approve,1,95,76,1,0,FALSE,5416,122,46.9,1,1,FALSE,1,male
755,TRUE,black,approve,1,120,59,1,1,FALSE,2014,133,37,2,6,FALSE,2,male
756,TRUE,white,approve,1,210,95,1,2,FALSE,6250,280,13,1,2,FALSE,2,male
757,TRUE,white,approve,1,55,97,1,1,FALSE,3218,110,170,1,1,FALSE,2,male
758,,white,approve,1,158,50,,,FALSE,4758,175,13,2,1,TRUE,1,male
759,FALSE,white,approve,1,200,77,1,0,TRUE,6400,205,1000000,2,1,FALSE,2,male
760,TRUE,white,approve,1,90,49,1,1,FALSE,3750,153,71,1,1,FALSE,2,male
761,TRUE,white,approve,1,51,36,1,1,FALSE,1761,67.5,23.8,2,1,FALSE,1,
762,TRUE,white,approve,1,142,73,1,3,FALSE,3021,149.7,31.7,2,4,FALSE,2,male
763,TRUE,white,approve,1,104,55,1,1,FALSE,2491,115.6,17,2,1,FALSE,2,male
764,TRUE,hispan,approve,1,100,47,1,0,TRUE,2228,138,43.31,2,1,FALSE,2,male
765,TRUE,white,approve,1,118,71,1,0,FALSE,1902,148,61,2,1,FALSE,2,male
766,TRUE,white,approve,1,42,45,1,0,FALSE,3716,47,14,2,1,FALSE,1,male
767,FALSE,white,approve,1,110,48,1,0,FALSE,3333,169.9,68.4,2,1,FALSE,2,
768,FALSE,white,approve,1,120,69,1,0,FALSE,3189,130,19,2,4,FALSE,2,male
769,FALSE,white,reject,1,103,40,2,3,FALSE,4083,114,15,2,4,FALSE,3,female
770,TRUE,white,approve,1,425,420,1,2,FALSE,35000,755,113,1,5,FALSE,2,male
771,TRUE,white,approve,1,110,164,1,1,FALSE,3467,172,41,2,1,TRUE,2,male
772,TRUE,white,approve,1,108,46,1,0,FALSE,833,158,76,2,5,FALSE,2,male
773,FALSE,white,approve,1,119,93,1,0,FALSE,1714,148.6,22.3,2,6,FALSE,2,male
774,FALSE,black,approve,1,280,100,1,0,FALSE,8333,350,94,3,3,TRUE,2,female
775,TRUE,black,approve,1,160,52,1,0,FALSE,2500,178,30,1,3,FALSE,2,male
776,TRUE,white,approve,1,140,61,1,1,FALSE,3155,175,2.6,1,1,FALSE,2,male
777,FALSE,white,approve,1,144,85,1,0,FALSE,7083,159,18,2,2,FALSE,1,female
778,TRUE,black,approve,1,108,41,1,0,TRUE,3333,135,80,2,1,FALSE,1,male
779,FALSE,white,approve,1,50,50,1,0,FALSE,3727,190,189.2,2,1,FALSE,1,male
780,TRUE,hispan,approve,1,116,59,1,1,FALSE,2624,130,21,1,1,FALSE,2,male
781,TRUE,white,approve,1,220,157,1,4,FALSE,13090,230,92,2,1,FALSE,2,male
782,TRUE,white,approve,1,170,48,1,1,FALSE,5500,302,65,2,1,FALSE,2,male
783,FALSE,white,reject,1,150,56,1,0,FALSE,4727,167,24,2,3,FALSE,2,male
784,TRUE,white,reject,1,255,69,1,0,TRUE,5746,397,162,1,1,FALSE,2,male
785,TRUE,white,approve,1,100,74,1,4,FALSE,3089,197,20.47,1,1,FALSE,2,male
786,FALSE,white,approve,1,122,42,1,0,TRUE,3463,172,98,2,2,FALSE,2,female
787,TRUE,white,reject,1,139,88,1,3,FALSE,6794,155,24.1,2,6,TRUE,1,male
788,FALSE,black,approve,1,112,45,1,1,FALSE,3812,140,39,2,1,TRUE,2,female
789,TRUE,white,approve,1,550,384,1,0,TRUE,32000,1450,275,1,2,FALSE,2,male
790,TRUE,hispan,approve,1,96,40,1,1,FALSE,3315,120,28,2,1,FALSE,1,male
791,FALSE,black,approve,1,138,60,3,0,FALSE,3819,178,54,2,1,FALSE,3,male
792,TRUE,white,reject,3,260,131,1,2,TRUE,10890,200,152,1,2,FALSE,2,male
793,FALSE,white,approve,1,120,59,1,2,FALSE,4875,140,15,2,1,FALSE,2,female
794,TRUE,white,approve,1,219,139,1,1,FALSE,11666,292,1700,2,5,FALSE,2,male
795,FALSE,white,approve,1,150,144,1,0,FALSE,12941,235,361.9,1,1,FALSE,1,female
796,TRUE,white,approve,1,120,84,1,2,FALSE,5819,440,203.1,1,1,FALSE,2,male
797,FALSE,white,approve,1,140,36,2,0,FALSE,2693,95,16,2,2,FALSE,3,female
798,TRUE,black,approve,1,140,46,1,1,FALSE,2510,155,48.7,1,1,FALSE,2,male
799,FALSE,white,approve,1,40,68,1,2,FALSE,5596,275,46,2,2,FALSE,1,female
800,TRUE,white,approve,1,140,58,1,1,FALSE,4995,210,88,1,1,FALSE,2,male
801,TRUE,white,approve,1,230,80,1,0,FALSE,3866,245,59,2,2,FALSE,2,male
802,TRUE,white,approve,1,140,156,1,0,FALSE,10518,340,239.6,2,1,FALSE,2,male
803,TRUE,white,approve,1,330,130,1,2,TRUE,9983,510,29,1,2,FALSE,2,male
804,FALSE,white,approve,1,155,104,1,0,FALSE,2965,175,40,2,2,FALSE,2,male
805,TRUE,black,approve,1,108,41,1,2,TRUE,6250,318,27,2,5,FALSE,2,male
806,TRUE,black,approve,1,118,81,1,1,FALSE,2817,148,26,1,6,FALSE,2,female
807,TRUE,black,approve,1,130,82,1,0,FALSE,2558,141,11,2,2,FALSE,2,male
808,TRUE,black,approve,1,135,84,3,0,TRUE,7015,150,43.5,1,1,FALSE,3,male
809,TRUE,white,approve,2,123,96,1,0,FALSE,3406,154,35,1,1,FALSE,2,male
810,TRUE,white,approve,1,221,80,1,2,FALSE,6618,245,50,1,1,FALSE,2,male
811,FALSE,white,reject,1,120,50,3,0,TRUE,6050,120,49.88,4,1,FALSE,3,male
812,TRUE,white,approve,2,112,117,1,2,FALSE,9703,125,229,1,1,FALSE,1,male
813,FALSE,white,reject,1,90,139,1,0,FALSE,3276,112,31,2,1,FALSE,2,male
814,TRUE,white,approve,1,272,150,1,2,FALSE,12500,340,109,1,2,FALSE,2,male
815,FALSE,white,reject,1,199,666,1,0,TRUE,8703,250,51,1,2,FALSE,2,male
816,TRUE,white,approve,1,139,65,1,1,FALSE,4742,146,36,2,5,TRUE,2,male
817,TRUE,white,approve,1,137,79,1,1,FALSE,6608,180,44.43,2,1,FALSE,2,male
818,FALSE,white,approve,1,125,49,1,0,TRUE,4106,135,23,2,5,FALSE,2,male
819,TRUE,white,approve,1,166,63,1,1,FALSE,5027,180,11,2,1,FALSE,2,male
820,FALSE,white,approve,1,150,71,1,0,FALSE,5900,150,19,2,6,FALSE,2,male
821,TRUE,white,approve,1,160,95,1,0,TRUE,6041,200,56,2,1,FALSE,2,male
822,TRUE,white,approve,1,123,49,1,1,FALSE,2882,137,43,2,1,FALSE,2,male
823,TRUE,white,approve,1,90,35,1,0,FALSE,1809,160,83,2,1,FALSE,2,male
824,TRUE,white,approve,1,116,63,1,0,FALSE,3152,128,16,1,2,FALSE,2,male
825,FALSE,black,approve,1,180,89,3,0,FALSE,3071,198,249,2,1,FALSE,3,male
826,TRUE,white,approve,1,49,42,1,0,FALSE,3485,61,16,2,6,FALSE,1,female
827,TRUE,white,approve,1,168,67,1,0,FALSE,3033,177,26,2,1,FALSE,2,female
828,TRUE,hispan,approve,1,216,102,1,0,FALSE,7285,239.9,31.3,2,1,FALSE,2,male
829,TRUE,white,approve,1,113,48,1,0,FALSE,2783,125,24,2,1,FALSE,2,male
830,TRUE,white,approve,1,108,33,1,2,FALSE,3980,196,20,1,1,FALSE,2,male
831,TRUE,white,approve,1,177,90,1,2,FALSE,7500,327.5,67.28,1,1,FALSE,2,male
832,TRUE,hispan,approve,1,166,99,1,0,FALSE,4515,208,177,2,1,FALSE,2,
833,TRUE,black,reject,1,201,40,2,0,FALSE,1668,212,15,2,5,FALSE,3,male
834,FALSE,white,reject,1,138,39,1,2,FALSE,3427,198,13.33,2,1,FALSE,3,female
835,TRUE,white,approve,1,126,57,1,2,FALSE,3940,193,31,3,1,FALSE,2,male
836,TRUE,white,approve,1,105,61,1,1,FALSE,2586,110,7,2,6,FALSE,2,male
837,TRUE,white,approve,1,201,96,1,0,FALSE,8000,251,112,1,1,FALSE,2,male
838,FALSE,white,approve,1,110,48,1,0,FALSE,4041,149,51,2,1,FALSE,2,male
839,FALSE,white,approve,1,104,127,1,0,TRUE,2583,145,1,2,1,FALSE,2,male
840,FALSE,white,reject,1,148,60,1,0,FALSE,5000,147.9,10.25,2,1,FALSE,1,male
841,TRUE,hispan,approve,1,279,106,1,1,FALSE,2661,310,41,2,1,FALSE,2,male
842,FALSE,white,reject,1,192,195,1,0,TRUE,16250,240,64,1,3,TRUE,2,male
843,TRUE,white,approve,1,284,130,1,2,FALSE,6833,355,274,2,1,FALSE,2,male
844,FALSE,white,approve,1,255,37,1,3,FALSE,3083,350,3,2,3,FALSE,2,female
845,TRUE,white,approve,1,168,89,1,0,FALSE,4550,209.5,55.2,1,1,FALSE,2,male
846,FALSE,white,approve,1,119,94,1,0,FALSE,3916,158,81,2,1,FALSE,2,male
847,FALSE,white,reject,1,115,60,1,0,FALSE,6045,145,31,2,6,FALSE,2,male
848,TRUE,hispan,approve,1,180,132,1,0,FALSE,8409,225,13,1,6,FALSE,2,male
849,TRUE,black,approve,1,105,74,1,1,TRUE,6166,120,31,2,1,FALSE,2,male
850,TRUE,white,approve,1,50,84,1,0,FALSE,1169,87,4,2,3,FALSE,1,male
851,TRUE,black,reject,1,117,51,1,1,FALSE,2463,144,22,2,5,FALSE,1,male
852,TRUE,white,reject,1,94,63,1,4,FALSE,5250,118,14,1,1,FALSE,1,male
853,TRUE,white,reject,1,72,58,1,2,FALSE,4855,76,6,1,6,FALSE,1,male
854,TRUE,white,approve,1,490,120,1,0,FALSE,14583,635,195,1,1,FALSE,2,male
855,FALSE,white,approve,1,125,49,1,0,TRUE,1599,156,34,2,1,FALSE,2,male
856,TRUE,black,approve,1,100,43,1,0,FALSE,1712,105,8,1,2,FALSE,2,female
857,TRUE,white,reject,1,304,201,1,0,FALSE,14683,449,737,1,2,FALSE,2,male
858,TRUE,white,approve,1,300,55,1,0,FALSE,67000,420,2970,2,1,FALSE,2,male
859,TRUE,white,approve,1,88,42,1,1,FALSE,2025,109,5.7,1,1,FALSE,2,male
860,TRUE,hispan,reject,1,214,115,1,2,TRUE,4246,225,13.4,2,2,FALSE,3,male
861,TRUE,white,approve,1,150,69,1,0,FALSE,3542,163,17,2,1,FALSE,1,male
862,TRUE,hispan,reject,1,128,30,4,3,FALSE,4931,160,5,2,5,TRUE,3,male
863,TRUE,white,approve,1,330,129,1,1,FALSE,6083,550,222,1,1,FALSE,2,male
864,TRUE,white,approve,1,57,44,1,0,FALSE,2167,72,18,2,1,FALSE,1,male
865,TRUE,white,approve,1,133,90,1,0,FALSE,4333,147.5,23.9,2,1,FALSE,2,male
866,FALSE,white,approve,3,134,51,1,0,FALSE,2060,181,23,2,2,FALSE,2,male
867,TRUE,white,approve,1,139,67,1,0,FALSE,2946,153,25,2,1,FALSE,2,male
868,FALSE,white,approve,1,155,30,2,1,FALSE,3481,300,356,1,2,FALSE,2,female
869,FALSE,white,approve,1,120,86,1,0,FALSE,7200,149.8,39.4,1,2,FALSE,1,female
870,FALSE,hispan,approve,1,128,62,1,0,TRUE,5166,160,44,2,4,FALSE,1,male
871,TRUE,white,approve,1,100,65,1,0,FALSE,5450,125,45,2,3,FALSE,1,female
872,TRUE,white,approve,1,250,324,1,0,FALSE,7408,500,240,2,2,FALSE,2,male
873,FALSE,white,approve,1,151,91,1,0,FALSE,4095,168,26,2,6,TRUE,2,male
874,FALSE,white,approve,1,140,55,1,0,FALSE,4583,175,35,2,1,FALSE,2,male
